year,company,provider,e_score,s_score,g_score
2008,Hexpol,ISS ESG,0.82,0.83,0.77
2009,Hexpol,ISS ESG,0.7,0.82,0.76
2010,Hexpol,ISS ESG,0.89,0.87,0.74
2011,Hexpol,ISS ESG,0.75,0.81,0.72
2012,Hexpol,ISS ESG,0.7,0.76,0.75
2013,Hexpol,ISS ESG,0.74,0.84,0.83
2014,Hexpol,ISS ESG,0.82,0.79,0.71
2015,Hexpol,ISS ESG,0.86,0.78,0.83
2016,Hexpol,ISS ESG,0.8,0.73,0.79
2017,Hexpol,ISS ESG,0.71,0.79,0.78
2018,Hexpol,ISS ESG,0.79,0.84,0.8
2019,Hexpol,ISS ESG,0.73,0.72,0.72
2020,Hexpol,ISS ESG,0.71,0.77,0.72
2000,Hexpol,V.E,0.72,0.7,0.61
2001,Hexpol,V.E,0.71,0.69,0.71
2002,Hexpol,V.E,0.6,0.75,0.6
2003,Hexpol,V.E,0.77,0.61,0.73
2004,Hexpol,V.E,0.59,0.75,0.75
2005,Hexpol,V.E,0.67,0.66,0.77
2006,Hexpol,V.E,0.61,0.6,0.59
2007,Hexpol,V.E,0.65,0.67,0.73
2008,Hexpol,V.E,0.69,0.58,0.78
2009,Hexpol,V.E,0.69,0.69,0.72
2010,Hexpol,V.E,0.66,0.65,0.72
2011,Hexpol,V.E,0.62,0.68,0.58
2012,Hexpol,V.E,0.74,0.6,0.64
2013,Hexpol,V.E,0.7,0.74,0.64
2014,Hexpol,V.E,0.76,0.77,0.72
2015,Hexpol,V.E,0.62,0.76,0.68
2016,Hexpol,V.E,0.58,0.77,0.77
2017,Hexpol,V.E,0.68,0.74,0.77
2018,Hexpol,V.E,0.78,0.58,0.61
2019,Hexpol,V.E,0.74,0.58,0.59
2020,Hexpol,V.E,0.7,0.59,0.7
2000,Hexpol,Refinitiv,0.61,0.72,0.75
2001,Hexpol,Refinitiv,0.72,0.67,0.77
2002,Hexpol,Refinitiv,0.74,0.63,0.76
2003,Hexpol,Refinitiv,0.65,0.75,0.73
2004,Hexpol,Refinitiv,0.73,0.72,0.62
2005,Hexpol,Refinitiv,0.71,0.76,0.71
2006,Hexpol,Refinitiv,0.76,0.65,0.79
2007,Hexpol,Refinitiv,0.7,0.78,0.8
2008,Hexpol,Refinitiv,0.69,0.77,0.66
2009,Hexpol,Refinitiv,0.63,0.67,0.71
2010,Hexpol,Refinitiv,0.6,0.7,0.6
2011,Hexpol,Refinitiv,0.66,0.68,0.71
2012,Hexpol,Refinitiv,0.74,0.7,0.8
2013,Hexpol,Refinitiv,0.64,0.8,0.74
2014,Hexpol,Refinitiv,0.79,0.76,0.74
2015,Hexpol,Refinitiv,0.68,0.79,0.75
2016,Hexpol,Refinitiv,0.66,0.61,0.61
2017,Hexpol,Refinitiv,0.61,0.68,0.67
2018,Hexpol,Refinitiv,0.76,0.77,0.64
2019,Hexpol,Refinitiv,0.67,0.8,0.7
2020,Hexpol,Refinitiv,0.61,0.71,0.6
2000,Hexpol,CDP,0.75,0.84,0.83
2001,Hexpol,CDP,0.84,0.8,0.76
2002,Hexpol,CDP,0.84,0.73,0.79
2003,Hexpol,CDP,0.77,0.79,0.78
2004,Hexpol,CDP,0.84,0.81,0.83
2005,Hexpol,CDP,0.82,0.69,0.68
2006,Hexpol,CDP,0.85,0.81,0.74
2007,Hexpol,CDP,0.79,0.86,0.68
2008,Hexpol,CDP,0.84,0.71,0.76
2009,Hexpol,CDP,0.78,0.74,0.85
2010,Hexpol,CDP,0.77,0.72,0.71
2011,Hexpol,CDP,0.73,0.71,0.75
2012,Hexpol,CDP,0.81,0.78,0.79
2013,Hexpol,CDP,0.83,0.81,0.82
2014,Hexpol,CDP,0.81,0.68,0.7
2015,Hexpol,CDP,0.8,0.81,0.87
2016,Hexpol,CDP,0.87,0.85,0.86
2017,Hexpol,CDP,0.86,0.8,0.82
2018,Hexpol,CDP,0.69,0.83,0.69
2019,Hexpol,CDP,0.8,0.69,0.78
2020,Hexpol,CDP,0.81,0.82,0.85
2000,Hexpol,Arabesque,0.63,0.7,0.65
2001,Hexpol,Arabesque,0.6,0.69,0.55
2002,Hexpol,Arabesque,0.56,0.65,0.67
2003,Hexpol,Arabesque,0.71,0.56,0.66
2004,Hexpol,Arabesque,0.57,0.69,0.61
2005,Hexpol,Arabesque,0.7,0.63,0.59
2006,Hexpol,Arabesque,0.55,0.67,0.62
2007,Hexpol,Arabesque,0.57,0.71,0.63
2008,Hexpol,Arabesque,0.54,0.7,0.65
2009,Hexpol,Arabesque,0.6,0.56,0.73
2010,Hexpol,Arabesque,0.63,0.71,0.61
2011,Hexpol,Arabesque,0.58,0.73,0.59
2012,Hexpol,Arabesque,0.54,0.7,0.66
2013,Hexpol,Arabesque,0.6,0.58,0.55
2014,Hexpol,Arabesque,0.54,0.72,0.6
2015,Hexpol,Arabesque,0.65,0.62,0.56
2016,Hexpol,Arabesque,0.6,0.69,0.73
2017,Hexpol,Arabesque,0.73,0.57,0.69
2018,Hexpol,Arabesque,0.58,0.58,0.72
2019,Hexpol,Arabesque,0.53,0.56,0.69
2020,Hexpol,Arabesque,0.62,0.58,0.58
2000,Kemira,Provider,0.83,0.78,0.81
2001,Kemira,Provider,0.81,0.69,0.71
2002,Kemira,Provider,0.79,0.83,0.85
2003,Kemira,Provider,0.83,0.84,0.74
2004,Kemira,Provider,0.88,0.76,0.73
2005,Kemira,Provider,0.77,0.7,0.7
2006,Kemira,Provider,0.71,0.76,0.76
2007,Kemira,Provider,0.88,0.75,0.7
2008,Kemira,Provider,0.74,0.83,0.8
2009,Kemira,Provider,0.79,0.88,0.73
2010,Kemira,Provider,0.77,0.88,0.71
2011,Kemira,Provider,0.79,0.82,0.72
2012,Kemira,Provider,0.87,0.88,0.68
2013,Kemira,Provider,0.88,0.79,0.83
2014,Kemira,Provider,0.75,0.84,0.77
2015,Kemira,Provider,0.7,0.87,0.8
2016,Kemira,Provider,0.82,0.73,0.69
2017,Kemira,Provider,0.8,0.87,0.84
2018,Kemira,Provider,0.82,0.83,0.72
2019,Kemira,Provider,0.85,0.68,0.87
2020,Kemira,Provider,0.75,0.85,0.8
2000,Kemira,MSCI,0.75,0.78,0.67
2001,Kemira,MSCI,0.73,0.67,0.81
2002,Kemira,MSCI,0.75,0.77,0.82
2003,Kemira,MSCI,0.82,0.78,0.83
2004,Kemira,MSCI,0.68,0.69,0.66
2005,Kemira,MSCI,0.78,0.79,0.83
2006,Kemira,MSCI,0.85,0.74,0.82
2007,Kemira,MSCI,0.72,0.81,0.67
2008,Kemira,MSCI,0.69,0.73,0.68
2009,Kemira,MSCI,0.68,0.77,0.72
2010,Kemira,MSCI,0.74,0.68,0.75
2011,Kemira,MSCI,0.7,0.79,0.86
2012,Kemira,MSCI,0.85,0.72,0.83
2013,Kemira,MSCI,0.79,0.8,0.77
2014,Kemira,MSCI,0.8,0.73,0.85
2015,Kemira,MSCI,0.72,0.72,0.86
2016,Kemira,MSCI,0.73,0.69,0.67
2017,Kemira,MSCI,0.76,0.81,0.74
2018,Kemira,MSCI,0.79,0.66,0.7
2019,Kemira,MSCI,0.69,0.84,0.7
2020,Kemira,MSCI,0.69,0.82,0.82
2000,Kemira,Sustainalytics,0.83,0.93,0.92
2001,Kemira,Sustainalytics,0.8,0.85,0.87
2002,Kemira,Sustainalytics,0.79,0.82,0.81
2003,Kemira,Sustainalytics,0.93,0.86,0.93
2004,Kemira,Sustainalytics,0.92,0.9,0.74
2005,Kemira,Sustainalytics,0.83,0.85,0.79
2006,Kemira,Sustainalytics,0.79,0.8,0.74
2007,Kemira,Sustainalytics,0.94,0.88,0.83
2008,Kemira,Sustainalytics,0.76,0.81,0.86
2009,Kemira,Sustainalytics,0.8,0.83,0.93
2010,Kemira,Sustainalytics,0.85,0.84,0.89
2011,Kemira,Sustainalytics,0.79,0.82,0.75
2012,Kemira,Sustainalytics,0.88,0.93,0.89
2013,Kemira,Sustainalytics,0.74,0.92,0.79
2014,Kemira,Sustainalytics,0.8,0.85,0.94
2015,Kemira,Sustainalytics,0.88,0.76,0.87
2016,Kemira,Sustainalytics,0.91,0.81,0.86
2017,Kemira,Sustainalytics,0.8,0.82,0.92
2018,Kemira,Sustainalytics,0.92,0.79,0.74
2019,Kemira,Sustainalytics,0.78,0.74,0.78
2020,Kemira,Sustainalytics,0.86,0.88,0.92
2000,Kemira,Bloomberg,0.6,0.74,0.58
2001,Kemira,Bloomberg,0.68,0.62,0.71
2002,Kemira,Bloomberg,0.54,0.64,0.64
2003,Kemira,Bloomberg,0.6,0.66,0.69
2004,Kemira,Bloomberg,0.59,0.7,0.67
2005,Kemira,Bloomberg,0.72,0.69,0.65
2006,Kemira,Bloomberg,0.67,0.63,0.54
2007,Kemira,Bloomberg,0.66,0.54,0.74
2008,Kemira,Bloomberg,0.65,0.72,0.59
2009,Kemira,Bloomberg,0.66,0.65,0.73
2010,Kemira,Bloomberg,0.55,0.6,0.6
2011,Kemira,Bloomberg,0.73,0.72,0.63
2012,Kemira,Bloomberg,0.74,0.73,0.61
2013,Kemira,Bloomberg,0.65,0.69,0.55
2014,Kemira,Bloomberg,0.68,0.6,0.59
2015,Kemira,Bloomberg,0.57,0.7,0.73
2016,Kemira,Bloomberg,0.56,0.63,0.58
2017,Kemira,Bloomberg,0.55,0.55,0.68
2018,Kemira,Bloomberg,0.58,0.62,0.6
2019,Kemira,Bloomberg,0.72,0.62,0.6
2020,Kemira,Bloomberg,0.54,0.56,0.56
2000,Kemira,ISS ESG,0.81,0.75,0.78
2001,Kemira,ISS ESG,0.76,0.68,0.69
2002,Kemira,ISS ESG,0.78,0.76,0.66
2003,Kemira,ISS ESG,0.7,0.8,0.78
2004,Kemira,ISS ESG,0.71,0.71,0.81
2005,Kemira,ISS ESG,0.82,0.8,0.73
2006,Kemira,ISS ESG,0.76,0.66,0.68
2007,Kemira,ISS ESG,0.77,0.71,0.73
2008,Kemira,ISS ESG,0.83,0.78,0.71
2009,Kemira,ISS ESG,0.82,0.82,0.74
2010,Kemira,ISS ESG,0.7,0.77,0.72
2011,Kemira,ISS ESG,0.8,0.68,0.77
2012,Kemira,ISS ESG,0.64,0.68,0.83
2013,Kemira,ISS ESG,0.74,0.83,0.64
2014,Kemira,ISS ESG,0.79,0.83,0.82
2015,Kemira,ISS ESG,0.68,0.65,0.74
2016,Kemira,ISS ESG,0.79,0.75,0.65
2017,Kemira,ISS ESG,0.75,0.71,0.64
2018,Kemira,ISS ESG,0.79,0.66,0.83
2019,Kemira,ISS ESG,0.74,0.78,0.8
2020,Kemira,ISS ESG,0.84,0.84,0.64
2000,Kemira,V.E,0.72,0.63,0.73
2001,Kemira,V.E,0.72,0.64,0.67
2002,Kemira,V.E,0.65,0.62,0.78
2003,Kemira,V.E,0.72,0.7,0.78
2004,Kemira,V.E,0.64,0.64,0.68
2005,Kemira,V.E,0.8,0.67,0.77
2006,Kemira,V.E,0.6,0.66,0.72
2007,Kemira,V.E,0.65,0.73,0.79
2008,Kemira,V.E,0.72,0.6,0.78
2009,Kemira,V.E,0.77,0.63,0.79
2010,Kemira,V.E,0.63,0.74,0.78
2011,Kemira,V.E,0.61,0.6,0.79
2012,Kemira,V.E,0.67,0.73,0.63
2013,Kemira,V.E,0.73,0.69,0.77
2014,Kemira,V.E,0.63,0.66,0.7
2015,Kemira,V.E,0.8,0.7,0.75
2016,Kemira,V.E,0.67,0.75,0.68
2017,Kemira,V.E,0.75,0.79,0.66
2018,Kemira,V.E,0.74,0.69,0.63
2019,Kemira,V.E,0.8,0.79,0.76
2020,Kemira,V.E,0.68,0.63,0.72
2000,Kemira,Refinitiv,0.79,0.67,0.78
2001,Kemira,Refinitiv,0.73,0.72,0.81
2002,Kemira,Refinitiv,0.69,0.84,0.83
2003,Kemira,Refinitiv,0.74,0.75,0.73
2004,Kemira,Refinitiv,0.73,0.76,0.67
2005,Kemira,Refinitiv,0.69,0.78,0.77
2006,Kemira,Refinitiv,0.69,0.77,0.82
2007,Kemira,Refinitiv,0.75,0.84,0.79
2008,Kemira,Refinitiv,0.87,0.73,0.71
2009,Kemira,Refinitiv,0.71,0.73,0.73
2010,Kemira,Refinitiv,0.84,0.85,0.84
2011,Kemira,Refinitiv,0.82,0.87,0.68
2012,Kemira,Refinitiv,0.79,0.69,0.71
2013,Kemira,Refinitiv,0.86,0.76,0.85
2014,Kemira,Refinitiv,0.67,0.78,0.83
2015,Kemira,Refinitiv,0.72,0.79,0.83
2016,Kemira,Refinitiv,0.67,0.83,0.81
2017,Kemira,Refinitiv,0.75,0.73,0.85
2018,Kemira,Refinitiv,0.84,0.84,0.75
2019,Kemira,Refinitiv,0.75,0.69,0.79
2020,Kemira,Refinitiv,0.74,0.78,0.86
2000,Kemira,CDP,0.73,0.63,0.63
2001,Kemira,CDP,0.77,0.6,0.68
2002,Kemira,CDP,0.66,0.75,0.59
2003,Kemira,CDP,0.69,0.65,0.64
2004,Kemira,CDP,0.78,0.63,0.6
2005,Kemira,CDP,0.78,0.75,0.74
2006,Kemira,CDP,0.6,0.6,0.68
2007,Kemira,CDP,0.66,0.78,0.68
2008,Kemira,CDP,0.64,0.61,0.75
2009,Kemira,CDP,0.67,0.61,0.64
2010,Kemira,CDP,0.63,0.65,0.73
2011,Kemira,CDP,0.7,0.62,0.6
2012,Kemira,CDP,0.67,0.67,0.6
2013,Kemira,CDP,0.63,0.58,0.63
2014,Kemira,CDP,0.69,0.59,0.63
2015,Kemira,CDP,0.78,0.63,0.63
2016,Kemira,CDP,0.58,0.75,0.58
2017,Kemira,CDP,0.72,0.66,0.68
2018,Kemira,CDP,0.61,0.64,0.71
2019,Kemira,CDP,0.73,0.66,0.7
2020,Kemira,CDP,0.67,0.6,0.66
2000,Kemira,Arabesque,0.77,0.72,0.7
2001,Kemira,Arabesque,0.78,0.78,0.79
2002,Kemira,Arabesque,0.71,0.67,0.71
2003,Kemira,Arabesque,0.85,0.84,0.66
2004,Kemira,Arabesque,0.72,0.78,0.82
2005,Kemira,Arabesque,0.74,0.83,0.82
2006,Kemira,Arabesque,0.76,0.65,0.81
2007,Kemira,Arabesque,0.73,0.82,0.8
2008,Kemira,Arabesque,0.72,0.67,0.67
2009,Kemira,Arabesque,0.66,0.79,0.8
2010,Kemira,Arabesque,0.84,0.69,0.81
2011,Kemira,Arabesque,0.84,0.67,0.72
2012,Kemira,Arabesque,0.73,0.65,0.75
2013,Kemira,Arabesque,0.67,0.85,0.73
2014,Kemira,Arabesque,0.81,0.8,0.66
2015,Kemira,Arabesque,0.66,0.78,0.8
2016,Kemira,Arabesque,0.71,0.74,0.76
2017,Kemira,Arabesque,0.65,0.69,0.65
2018,Kemira,Arabesque,0.68,0.83,0.75
2019,Kemira,Arabesque,0.71,0.85,0.85
2020,Kemira,Arabesque,0.68,0.81,0.83
2000,Cisco,Provider,0.31,0.31,0.32
2001,Cisco,Provider,0.38,0.49,0.4
2002,Cisco,Provider,0.49,0.46,0.4
2003,Cisco,Provider,0.44,0.49,0.36
2004,Cisco,Provider,0.37,0.5,0.34
2005,Cisco,Provider,0.43,0.44,0.4
2006,Cisco,Provider,0.5,0.34,0.41
2007,Cisco,Provider,0.47,0.43,0.41
2008,Cisco,Provider,0.35,0.39,0.42
2009,Cisco,Provider,0.48,0.4,0.45
2010,Cisco,Provider,0.48,0.5,0.36
2011,Cisco,Provider,0.45,0.34,0.49
2012,Cisco,Provider,0.4,0.35,0.35
2013,Cisco,Provider,0.42,0.38,0.47
2014,Cisco,Provider,0.5,0.43,0.46
2015,Cisco,Provider,0.45,0.42,0.32
2016,Cisco,Provider,0.39,0.44,0.49
2017,Cisco,Provider,0.46,0.38,0.38
2018,Cisco,Provider,0.48,0.35,0.4
2019,Cisco,Provider,0.35,0.3,0.41
2020,Cisco,Provider,0.43,0.4,0.31
2000,Cisco,MSCI,0.26,0.31,0.22
2001,Cisco,MSCI,0.34,0.15,0.21
2002,Cisco,MSCI,0.2,0.19,0.19
2003,Cisco,MSCI,0.15,0.27,0.26
2004,Cisco,MSCI,0.15,0.31,0.31
2005,Cisco,MSCI,0.29,0.23,0.21
2006,Cisco,MSCI,0.24,0.15,0.24
2007,Cisco,MSCI,0.2,0.14,0.24
2008,Cisco,MSCI,0.16,0.25,0.29
2009,Cisco,MSCI,0.15,0.23,0.26
2010,Cisco,MSCI,0.22,0.25,0.29
2011,Cisco,MSCI,0.34,0.14,0.15
2012,Cisco,MSCI,0.32,0.26,0.27
2013,Cisco,MSCI,0.3,0.17,0.26
2014,Cisco,MSCI,0.24,0.19,0.24
2015,Cisco,MSCI,0.25,0.2,0.25
2016,Cisco,MSCI,0.23,0.21,0.29
2017,Cisco,MSCI,0.32,0.3,0.26
2018,Cisco,MSCI,0.23,0.2,0.15
2019,Cisco,MSCI,0.16,0.25,0.26
2020,Cisco,MSCI,0.25,0.15,0.19
2000,Cisco,Sustainalytics,0.4,0.43,0.48
2001,Cisco,Sustainalytics,0.42,0.36,0.4
2002,Cisco,Sustainalytics,0.39,0.38,0.42
2003,Cisco,Sustainalytics,0.48,0.48,0.48
2004,Cisco,Sustainalytics,0.36,0.49,0.3
2005,Cisco,Sustainalytics,0.31,0.33,0.37
2006,Cisco,Sustainalytics,0.42,0.32,0.49
2007,Cisco,Sustainalytics,0.39,0.42,0.41
2008,Cisco,Sustainalytics,0.47,0.43,0.47
2009,Cisco,Sustainalytics,0.39,0.48,0.34
2010,Cisco,Sustainalytics,0.32,0.37,0.37
2011,Cisco,Sustainalytics,0.34,0.43,0.48
2012,Cisco,Sustainalytics,0.31,0.4,0.35
2013,Cisco,Sustainalytics,0.49,0.41,0.32
2014,Cisco,Sustainalytics,0.43,0.33,0.47
2015,Cisco,Sustainalytics,0.36,0.49,0.41
2016,Cisco,Sustainalytics,0.44,0.38,0.48
2017,Cisco,Sustainalytics,0.49,0.46,0.48
2018,Cisco,Sustainalytics,0.33,0.47,0.33
2019,Cisco,Sustainalytics,0.43,0.43,0.49
2020,Cisco,Sustainalytics,0.45,0.41,0.4
2000,Cisco,Bloomberg,0.27,0.32,0.31
2001,Cisco,Bloomberg,0.16,0.17,0.25
2002,Cisco,Bloomberg,0.18,0.16,0.18
2003,Cisco,Bloomberg,0.32,0.3,0.35
2004,Cisco,Bloomberg,0.35,0.16,0.19
2005,Cisco,Bloomberg,0.26,0.21,0.23
2006,Cisco,Bloomberg,0.23,0.3,0.31
2007,Cisco,Bloomberg,0.18,0.24,0.24
2008,Cisco,Bloomberg,0.21,0.25,0.23
2009,Cisco,Bloomberg,0.26,0.18,0.24
2010,Cisco,Bloomberg,0.22,0.34,0.23
2011,Cisco,Bloomberg,0.25,0.27,0.16
2012,Cisco,Bloomberg,0.35,0.32,0.22
2013,Cisco,Bloomberg,0.17,0.31,0.25
2014,Cisco,Bloomberg,0.25,0.35,0.16
2015,Cisco,Bloomberg,0.33,0.35,0.22
2016,Cisco,Bloomberg,0.21,0.22,0.23
2017,Cisco,Bloomberg,0.35,0.33,0.35
2018,Cisco,Bloomberg,0.27,0.26,0.36
2019,Cisco,Bloomberg,0.2,0.24,0.26
2020,Cisco,Bloomberg,0.34,0.24,0.29
2000,Cisco,ISS ESG,0.45,0.4,0.42
2001,Cisco,ISS ESG,0.52,0.54,0.44
2002,Cisco,ISS ESG,0.34,0.42,0.35
2003,Cisco,ISS ESG,0.35,0.46,0.43
2004,Cisco,ISS ESG,0.52,0.41,0.53
2005,Cisco,ISS ESG,0.41,0.46,0.37
2006,Cisco,ISS ESG,0.49,0.48,0.37
2007,Cisco,ISS ESG,0.51,0.43,0.51
2008,Cisco,ISS ESG,0.39,0.41,0.48
2009,Cisco,ISS ESG,0.41,0.41,0.54
2010,Cisco,ISS ESG,0.45,0.46,0.35
2011,Cisco,ISS ESG,0.41,0.4,0.49
2012,Cisco,ISS ESG,0.46,0.51,0.41
2013,Cisco,ISS ESG,0.52,0.42,0.49
2014,Cisco,ISS ESG,0.42,0.53,0.45
2015,Cisco,ISS ESG,0.51,0.37,0.45
2016,Cisco,ISS ESG,0.46,0.49,0.43
2017,Cisco,ISS ESG,0.5,0.48,0.52
2018,Cisco,ISS ESG,0.39,0.54,0.49
2019,Cisco,ISS ESG,0.5,0.54,0.45
2020,Cisco,ISS ESG,0.45,0.45,0.53
2000,Cisco,V.E,0.47,0.47,0.46
2001,Cisco,V.E,0.47,0.39,0.37
2002,Cisco,V.E,0.37,0.49,0.42
2003,Cisco,V.E,0.39,0.44,0.34
2004,Cisco,V.E,0.32,0.31,0.36
2005,Cisco,V.E,0.33,0.46,0.43
2006,Cisco,V.E,0.47,0.36,0.3
2007,Cisco,V.E,0.48,0.4,0.38
2008,Cisco,V.E,0.43,0.44,0.34
2009,Cisco,V.E,0.34,0.45,0.33
2010,Cisco,V.E,0.5,0.33,0.3
2011,Cisco,V.E,0.47,0.41,0.46
2012,Cisco,V.E,0.45,0.32,0.5
2013,Cisco,V.E,0.44,0.35,0.5
2014,Cisco,V.E,0.37,0.46,0.33
2015,Cisco,V.E,0.45,0.45,0.47
2016,Cisco,V.E,0.5,0.38,0.48
2017,Cisco,V.E,0.43,0.48,0.33
2018,Cisco,V.E,0.5,0.47,0.34
2019,Cisco,V.E,0.33,0.44,0.44
2020,Cisco,V.E,0.48,0.32,0.31
2000,Cisco,Refinitiv,0.3,0.27,0.32
2001,Cisco,Refinitiv,0.4,0.44,0.43
2002,Cisco,Refinitiv,0.38,0.36,0.44
2003,Cisco,Refinitiv,0.41,0.45,0.44
2004,Cisco,Refinitiv,0.4,0.37,0.4
2005,Cisco,Refinitiv,0.32,0.32,0.27
2006,Cisco,Refinitiv,0.33,0.38,0.44
2007,Cisco,Refinitiv,0.33,0.38,0.34
2008,Cisco,Refinitiv,0.27,0.35,0.38
2009,Cisco,Refinitiv,0.38,0.3,0.45
2010,Cisco,Refinitiv,0.33,0.33,0.39
2011,Cisco,Refinitiv,0.38,0.35,0.45
2012,Cisco,Refinitiv,0.4,0.46,0.29
2013,Cisco,Refinitiv,0.28,0.38,0.27
2014,Cisco,Refinitiv,0.42,0.43,0.27
2015,Cisco,Refinitiv,0.26,0.39,0.43
2016,Cisco,Refinitiv,0.31,0.45,0.32
2017,Cisco,Refinitiv,0.39,0.43,0.26
2018,Cisco,Refinitiv,0.31,0.34,0.45
2019,Cisco,Refinitiv,0.29,0.39,0.39
2020,Cisco,Refinitiv,0.33,0.35,0.35
2000,Cisco,CDP,0.25,0.22,0.32
2001,Cisco,CDP,0.31,0.27,0.37
2002,Cisco,CDP,0.23,0.24,0.33
2003,Cisco,CDP,0.32,0.22,0.25
2004,Cisco,CDP,0.29,0.39,0.27
2005,Cisco,CDP,0.26,0.41,0.39
2006,Cisco,CDP,0.31,0.23,0.23
2007,Cisco,CDP,0.31,0.34,0.24
2008,Cisco,CDP,0.39,0.27,0.35
2009,Cisco,CDP,0.22,0.37,0.28
2010,Cisco,CDP,0.39,0.38,0.24
2011,Cisco,CDP,0.25,0.42,0.32
2012,Cisco,CDP,0.38,0.42,0.24
2013,Cisco,CDP,0.31,0.32,0.4
2014,Cisco,CDP,0.25,0.26,0.42
2015,Cisco,CDP,0.32,0.35,0.23
2016,Cisco,CDP,0.38,0.27,0.33
2017,Cisco,CDP,0.28,0.23,0.27
2018,Cisco,CDP,0.29,0.41,0.37
2019,Cisco,CDP,0.23,0.4,0.35
2020,Cisco,CDP,0.37,0.38,0.42
2000,Cisco,Arabesque,0.53,0.38,0.48
2001,Cisco,Arabesque,0.43,0.47,0.4
2002,Cisco,Arabesque,0.5,0.39,0.48
2003,Cisco,Arabesque,0.35,0.36,0.4
2004,Cisco,Arabesque,0.43,0.38,0.36
2005,Cisco,Arabesque,0.48,0.42,0.49
2006,Cisco,Arabesque,0.46,0.34,0.39
2007,Cisco,Arabesque,0.41,0.35,0.42
2008,Cisco,Arabesque,0.34,0.39,0.5
2009,Cisco,Arabesque,0.43,0.54,0.47
2010,Cisco,Arabesque,0.51,0.48,0.47
2011,Cisco,Arabesque,0.49,0.41,0.35
2012,Cisco,Arabesque,0.34,0.38,0.35
2013,Cisco,Arabesque,0.52,0.36,0.5
2014,Cisco,Arabesque,0.36,0.48,0.5
2015,Cisco,Arabesque,0.46,0.45,0.44
2016,Cisco,Arabesque,0.34,0.35,0.48
2017,Cisco,Arabesque,0.47,0.45,0.44
2018,Cisco,Arabesque,0.37,0.45,0.37
2019,Cisco,Arabesque,0.36,0.4,0.35
2020,Cisco,Arabesque,0.35,0.54,0.5
2000,Amazon,Provider,0.11,0.26,0.17
2001,Amazon,Provider,0.2,0.08,0.25
2002,Amazon,Provider,0.09,0.09,0.16
2003,Amazon,Provider,0.14,0.21,0.27
2004,Amazon,Provider,0.21,0.18,0.14
2005,Amazon,Provider,0.23,0.26,0.27
2006,Amazon,Provider,0.14,0.16,0.08
2007,Amazon,Provider,0.14,0.2,0.26
2008,Amazon,Provider,0.14,0.27,0.26
2009,Amazon,Provider,0.21,0.08,0.1
2010,Amazon,Provider,0.11,0.23,0.25
2011,Amazon,Provider,0.07,0.07,0.16
2012,Amazon,Provider,0.21,0.27,0.17
2013,Amazon,Provider,0.2,0.24,0.1
2014,Amazon,Provider,0.08,0.25,0.26
2015,Amazon,Provider,0.1,0.27,0.12
2016,Amazon,Provider,0.21,0.13,0.1
2017,Amazon,Provider,0.17,0.08,0.21
2018,Amazon,Provider,0.23,0.13,0.11
2019,Amazon,Provider,0.15,0.22,0.13
2020,Amazon,Provider,0.26,0.17,0.24
2000,Amazon,MSCI,0.45,0.3,0.46
2001,Amazon,MSCI,0.36,0.29,0.32
2002,Amazon,MSCI,0.41,0.33,0.36
2003,Amazon,MSCI,0.45,0.27,0.41
2004,Amazon,MSCI,0.36,0.26,0.31
2005,Amazon,MSCI,0.45,0.31,0.44
2006,Amazon,MSCI,0.42,0.46,0.35
2007,Amazon,MSCI,0.38,0.3,0.28
2008,Amazon,MSCI,0.26,0.46,0.32
2009,Amazon,MSCI,0.3,0.33,0.43
2010,Amazon,MSCI,0.26,0.41,0.46
2011,Amazon,MSCI,0.44,0.32,0.35
2012,Amazon,MSCI,0.37,0.37,0.28
2013,Amazon,MSCI,0.4,0.43,0.28
2014,Amazon,MSCI,0.31,0.43,0.26
2015,Amazon,MSCI,0.28,0.44,0.27
2016,Amazon,MSCI,0.37,0.35,0.27
2017,Amazon,MSCI,0.43,0.29,0.39
2018,Amazon,MSCI,0.43,0.46,0.3
2019,Amazon,MSCI,0.29,0.27,0.3
2020,Amazon,MSCI,0.45,0.43,0.4
2000,Amazon,Sustainalytics,0.22,0.37,0.21
2001,Amazon,Sustainalytics,0.23,0.23,0.18
2002,Amazon,Sustainalytics,0.21,0.32,0.29
2003,Amazon,Sustainalytics,0.21,0.19,0.37
2004,Amazon,Sustainalytics,0.3,0.18,0.35
2005,Amazon,Sustainalytics,0.26,0.24,0.28
2006,Amazon,Sustainalytics,0.26,0.28,0.17
2007,Amazon,Sustainalytics,0.36,0.29,0.17
2008,Amazon,Sustainalytics,0.24,0.18,0.24
2009,Amazon,Sustainalytics,0.34,0.33,0.25
2010,Amazon,Sustainalytics,0.25,0.24,0.36
2011,Amazon,Sustainalytics,0.29,0.36,0.34
2012,Amazon,Sustainalytics,0.37,0.21,0.21
2013,Amazon,Sustainalytics,0.25,0.32,0.28
2014,Amazon,Sustainalytics,0.23,0.24,0.18
2015,Amazon,Sustainalytics,0.35,0.21,0.19
2016,Amazon,Sustainalytics,0.35,0.26,0.32
2017,Amazon,Sustainalytics,0.28,0.37,0.19
2018,Amazon,Sustainalytics,0.31,0.24,0.2
2019,Amazon,Sustainalytics,0.18,0.37,0.23
2020,Amazon,Sustainalytics,0.21,0.34,0.34
2000,Amazon,Bloomberg,0.33,0.25,0.22
